D1109	ཁྱད་པར་དུ་འཕགས་པའི་བསྟོད་པ
D3566	ཨུ་རྒྱན་ནས་བྱུང་བའི་རིག་བྱེད་མའི་སྒྲུབ་ཐབས
D3567	རིག་བྱེད་མའི་སྒྲུབ་ཐབས
D3568	ཀྱེའི་རྡོ་རྗེའི་རིམ་པའི་རིགས་བྱེད་མའི་སྒྲུབ་ཐབས
D3569	རིག་བྱེད་མའི་སྒྲུབ་ཐབས་དཔལ་ཀྱེའི་རྡོ་རྗེའི་རྒྱུད་ལས་བཏོན་པ
D3570	རྗེ་བཙུན་མ་ཀུ་རུ་ཀུ་ལླེ་ཕྱག་དྲུག་མའི་སྒྲུབ་ཐབས
D3571	རིགས་བྱེད་མ་ཕྱག་དྲུག་མའི་སྒྲུབ་ཐབས
D3572	རིགས་བྱེད་མ་ཕྱག་བརྒྱད་མའི་སྒྲུབ་ཐབས
D3573	ཀུ་རུ་ཀུ་ལླེའི་སྒྲུབ་ཐབས
D3574	རིགས་བྱེད་མའི་མན་ངག་གི་རིམ་པ
D3575	རིགས་བྱེད་མ་དཀར་མོའི་སྒྲུབ་ཐབས
D3576	ཀུ་རུ་ཀུ་ལླེའི་སྒྲུབ་ཐབས
D3577	ཀུ་རུ་ཀུ་ལླེའི་སྒྲུབ་ཐབས
D3578	རྟོག་པ་ལས་གསུངས་པའི་ཀུ་རུ་ཀུ་ལླེའི་སྒྲུབ་ཐབས
D3579	ཀུ་རུ་ཀུ་ལླེའི་རབ་ཏུ་བརྐྱང་བ་སྦྱར་བ
D3580	གཙུག་ཏོར་རྣམ་པར་རྒྱལ་མའི་སྒྲུབ་ཐབས
D3581	འཕགས་མ་གཞན་གྱིས་མི་ཐུབ་མ་གདུགས་དཀར་མོ་ཅན་གྱི་སྒྲུབ་ཐབས
D3582	རྡོ་རྗེ་ཙ་རྩི་ཀེའི་སྒྲུབ་ཐབས
D3583	སོ་སོར་འབྲང་མ་ཆེན་མོའི་སྒྲུབ་ཐབས
D3584	སོ་སོར་འབྲང་མ་ཆེན་མོའི་སྒྲུབ་ཐབས
D3585	སོ་སོར་འབྲང་མའི་སྒྲུབ་ཐབས
D3586	འཕགས་མ་རྨ་བྱ་ཆེན་མོའི་སྒྲུབ་ཐབས
D3587	འཕགས་མ་སྟོང་ཆེན་མོ་རབ་ཏུ་འཇོམས་མའི་སྒྲུབ་ཐབས
D3588	འཕགས་མ་གསང་སྔགས་ཆེན་མོ་རྗེས་སུ་འཛིན་མའི་སྒྲུབ་ཐབས
D3589	བསིལ་བའི་ཚལ་ཆེན་མོའི་སྒྲུབ་ཐབས
D3590	ལྷ་མོ་ལྔའི་སྒྲུབ་ཐབས་མདོར་བསྟན་པ
D3591	ཕྱིར་བཟློག་མ་ཆེན་མོའི་སྒྲུབ་ཐབས
D3592	རྒྱལ་མཚན་རྩེ་མའི་དཔུང་རྒྱན་གྱི་སྒྲུབ་ཐབས
D3593	གཞན་གྱིས་མི་ཐུབ་མའི་སྒྲུབ་ཐབས
D3594	རྡོ་རྗེ་གཱན་དྷ་རིའི་སྒྲུབ་ཐབས
D3595	རྡོ་རྗེ་གཱན་དྷ་རིའི་སྒྲུབ་ཐབས
D3596	བསྲུང་བ་ལྔའི་ཆོ་ག
D3597	རྡོ་རྗེ་ལྕགས་སྒྲོག་གི་སྒྲུབ་ཐབས
D3598	རྡོ་རྗེ་ལྕགས་སྒྲོག་གི་སྒྲུབ་ཐབས
D3599	རྡོ་རྗེ་ལྕགས་སྒྲོག་གི་སྒྲུབ་ཐབས་ཀྱི་ཆོ་ག
D3600	རྒྱལ་མཚན་རྩེ་མོའི་དཔུང་རྒྱན་གྱི་སྒྲུབ་ཐབས
D3601	འཕགས་མ་གཙུག་ཏོར་རྣམ་པར་རྒྱལ་མའི་སྒྲུབ་ཐབས
D3602	གཙུག་ཏོར་རྣམ་པར་རྒྱལ་མའི་སྒྲུབ་ཐབས
D3603	ལྷ་མོ་ནོར་རྒྱུན་མའི་སྒྲུབ་ཐབས
D3604	ནོར་རྒྱུན་མའི་སྒྲུབ་ཐབས
D3605	ནོར་རྒྱུན་མའི་སྒྲུབ་ཐབས
D3606	ནོར་རྒྱུན་མའི་གཟུངས་ཀྱི་མན་ངག
D3607	རྡོ་རྗེ་ཕག་མོའི་སྒྲུབ་ཐབས
D3608	ཤེས་རབ་ཀྱི་སྣང་བ་སྒྲུབ་པའི་ཆོ་ག
D3609	རྡོ་རྗེ་ཕག་མོའི་དབང་དུ་བྱ་བའི་ཆོ་ག
D3610	དཔལ་ལྡན་རྡོ་རྗེ་ཕག་མོའི་རྟོག་པ་དོན་ཐམས་ཅད་སྒྲུབ་པ
D3611	བྱམས་པའི་སྒྲུབ་ཐབས
D3612	བྱམས་པའི་སྒྲུབ་ཐབས
D3613	ཁྲོ་ཞིང་དགྱེས་པ་ཛམ་བྷ་ལའི་སྒྲུབ་ཐབས
D3614	ཛམ་བྷ་ལའི་སྒྲུབ་ཐབས
D3615	ཛམ་བྷ་ལའི་སྒྲུབ་ཐབས
D3616	དཔལ་ཛམ་བྷ་ལའི་སྒྲུབ་ཐབས་མདོར་བསྡུས་པ
D3617	ཛམ་བྷ་ལའི་སྒྲུབ་ཐབས་མདོར་བསྡུས་པ
D3618	ཛམ་བྷ་ལའི་སྒྲུབ་ཐབས་རྒྱས་པ
D3619	དཔལ་ཛམ་བྷ་ལའི་སྒྲུབ་ཐབས
D3620	དཔལ་ཛམ་བྷ་ལ་ལ་ཆུ་དབུལ་བའི་མན་ངག
D3621	རྟ་མགྲིན་གྱི་སྒྲུབ་ཐབས
D3622	རྟོག་པ་བདུན་བརྒྱ་པ་ལས་གསུངས་པའི་རྟ་མགྲིན་གྱི་སྒྲུབ་ཐབས
D3623	རྒྱུད་ཐམས་ཅད་ཀྱི་སྙིང་པོ་ཕྱི་མའི་རྟ་མགྲིན་གྱི་སྒྲུབ་ཐབས
D3624	འཇིག་རྟེན་གསུམ་ལས་རྣམ་པར་རྒྱལ་བའི་སྒྲུབ་ཐབས
D3625	རྡོ་རྗེ་མེ་དང་ཉི་མ་འབར་བའི་སྒྲུབ་ཐབས
D3626	རྟ་མཆོག་གི་སྒྲུབ་ཐབས
D3627	འཕགས་པ་གཤིན་རྗེ་གཤེད་དམར་པོའི་སྒྲུབ་ཐབས
D3628	གཤིན་རྗེ་གཤེད་ནག་པོའི་སྒྲུབ་ཐབས
D3629	གཤིན་རྗེ་གཤེད་ནག་པོའི་སྒྲུབ་ཐབས
D3630	གཤིན་རྗེ་གཤེད་ནག་པོའི་སྒྲུབ་ཐབས
D3631	གཤིན་རྗེ་མཐར་བྱེད་ཀྱི་སྒྲུབ་ཐབས
D3632	གཤིན་རྗེ་མཐར་བྱེད་ཀྱི་སྒྲུབ་ཐབས
D3633	བགེགས་མཐར་བྱེད་ཀྱི་སྒྲུབ་ཐབས
D3634	རྡོ་རྗེ་ཧུམ་མཛད་ཀྱི་སྒྲུབ་ཐབས
D3635	སྟོབས་པོ་ཆེའི་སྒྲུབ་ཐབས
D3636	འཕགས་པ་རྡོ་རྗེ་ཁྲོ་བོ་སྟོབས་པོ་ཆེའི་སྒྲུབ་ཐབས
D3637	ཧེ་རུ་ཀའི་སྒྲུབ་ཐབས
D3638	དགྱེས་པའི་རྡོ་རྗེ་ཕྱག་གཉེར་པའི་སྒྲུབ་ཐབས
D3639	བདག་མེད་མ་རྐྱང་པའི་སྒྲུབ་ཐབས
D3640	བདག་མེད་མའི་སྒྲུབ་ཐབས
D3641	དཔལ་འབྱུང་པོ་འདུལ་བྱེད་ཀྱི་སྒྲུབ་ཐབས་མདོར་བསྡུས་པ
D3642	བྱུང་པོ་འདུལ་བྱེད་ཀྱི་སྒྲུབ་ཐབས་ཀྱི་ཆོ་ག
D3643	དཔལ་ལྡན་ནག་པོ་ཆེན་པོའི་སྒྲུབ་ཐབས
D3644	ནག་པོ་ཆེན་པོའི་སྒྲུབ་ཐབས
D3645	ཀླུའི་དབང་ཕྱུག་རྒྱལ་པོའི་སྒྲུབ་ཐབས
D3646	ཡི་གེ་བརྒྱ་པའི་ཆོ་ག
D3647	འཕགས་པ་བྱམས་པའི་སྒྲུབ་ཐབས
D3648	འཕགས་པ་བྱམས་པའི་སྒྲུབ་ཐབས
D3649	དཔལ་མི་ཕམ་མགོན་པོའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ
D3650	སེང་གེའི་སྒྲའི་སྒྲུབ་ཐབས
D3651	འཕགས་པ་ཁ་སརཔ་ཎི་འཇིག་རྟེན་མགོན་པའི་སྒྲུབ་ཐབས
D3652	ལྷ་མོ་སྒྲོལ་མའི་སྒྲུབ་ཐབས
D3653	བཅོམ་ལྡན་འདས་ཡུམ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་མའི་སྒྲུབ་ཐབས
D3654	འཇམ་པའི་དབྱངས་ཀྱི་རྒྱལ་པོ་ཆེན་པོ་སྒེག་པའི་སྒྲུབ་ཐབས
D3655	འཕགས་པ་གཤིན་རྗེ་གཤེད་ཀྱི་སྒྲུབ་ཐབས
D3656	ལྷ་མོ་ནོར་གྱི་རྒྱུན་མའི་སྒྲུབ་ཐབས
D3657	ཀུ་རུ་ཀུལླེའི་སྒྲུབ་ཐབས
D3658	གནོད་གནས་ཀྱི་སྒྲུབ་པའི་ཐབས
D3659	ཁྲོ་གཉེར་ཅན་གྱི་སྒྲུབ་པའི་ཐབས
D3660	ལྷ་མོ་འོད་ཟེར་ཅན་གྱི་སྒྲུབ་ཐབས
D3661	ལྷ་མོ་འོད་ཟེར་ཅན་གྱི་སྒྲུབ་ཐབས
D3662	འཕགས་མ་འོད་ཟེར་ཅན་གྱི་སྒྲུབ་པའི་ཐབས་ཞེས་བྱ་བ
D3663	རྡོ་རྗེ་ལུ་གུ་རྒྱུད་ཀྱི་སྒྲུབ་ཐབས
D3664	སེང་ལྡེང་ནགས་ཀྱི་སྒྲོལ་མའི་སྒྲུབ་ཐབས
D3665	སྒྲུབ་ཐབས་བརྒྱ་དང་བརྒྱད་པ
D3666	ཚེ་འཕེལ་བའི་ཆོ་ག
D3667	དཔལ་ཆེན་མོ་སྒྲོལ་མའི་བསྟོད་པ་ཞེས་བྱ་བ
D3668	འཕགས་མ་སྒྲོལ་མ་ལ་བསྟོད་པ་ཚིགས་སུ་བཅད་པ་བཅུག་གཉིས་པ
D3669	འཕགས་མ་སྒྲོལ་མའི་བསྟོད་པ་ཕྲིན་ལས་ཐམས་ཅད་སྒྲུབ་པ་ཞེས་བྱ་བ
D3670	འཕགས་མ་ལྷ་མོ་སྒྲོལ་མ་ལ་བསྟོད་པ་མེ་ཏོག་ཕྲེང་བ་ཞེས་བྱ་བ
D3671	འཕགས་མ་ལྷ་མོ་སྒྲོལ་མ་ལ་བསྟོད་པ་ཞེས་བྱ་བ
D3672	འཕགས་མ་སྒྲོལ་མ་འཇིགས་པ་བརྒྱད་ལས་སྐྱོབ་པ་ཞེས་བྱ་བའི་སྒྲུབ་ཐབས
D3673	སྒྲོལ་མ་དཀར་མོའི་སྒྲུབ་ཐབས
D3674	དཀྱིལ་འཁོར་དུ་འཇུག་པའི་ཆོ་ག་མདོར་བསྡུས་པ
D3675	འཕགས་མ་སྒྲོལ་མའི་དཀྱིལ་འཁོར་ལ་འཇུག་པའི་བྱ་བ་ཞེས་བྱ་བ
D3676	སྒྲོལ་མ་ཡིད་བཞིན་ནོར་བུ་ཞེས་བྱ་བའི་སྒྲུབ་ཐབས
D3677	སྒྲོལ་མའི་ཁྲུས་ཀྱི་ཆོ་ག
D3678	གསོ་སྦྱོང་གི་ཆོ་ག
D3679	སྒྲོལ་མའི་མཎཌལ་གྱི་ཆོ་ག
D3680	སྒྲོལ་མ་མཆོག་ཐོབ་པ་ཞེས་བྱ་བ
D3681	ཇིགས་པ་བརྒྱད་ལས་སྐྱོབ་པའི་སྒྲོལ་མའི་སྒྲུབ་ཐབས
D3682	དཔལ་སྒྲོལ་མ་དཀར་མོའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ
D3683	འཕགས་མ་སྒྲོལ་མའི་སྒྲུབ་ཐབས
D3684	སྒྲོལ་མའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ
D3685	རྗེ་བཙུན་སྒྲོལ་མའི་སྒྲུབ་ཐབས
D3686	འཕགས་མ་ལྷ་མོ་སྒྲོལ་མ་བསྒོམ་པའི་ཆོ་ག་རྒྱས་པ
D3687	ཇིགས་པ་བརྒྱད་ལས་སྐྱོབ་པ
D3688	འཕགས་མ་སྒྲོལ་མ་ལ་བསྟོད་པ
D3689	འཕགས་མ་སྒྲོལ་མའི་སྒྲུབ་ཐབས
D3690	ཆོམ་རྐུན་བཅིང་བ
D3691	འཕགས་མ་སྒྲོལ་མའི་རྗེས་སུ་སྤྱོད་པའི་གནོད་སྦྱིན་མོའི་སྒྲུབ་ཐབས
D3692	མེ་ཏོག་ཕྲེང་འཛིན་གྱི་སྒྲུབ་པ་བསྟོད་པ་དང་བཅས་པ
D3693	འཕགས་མ་སྒྲོལ་མ་ལ་བསྟོད་པ
D3694	འཕགས་མ་སྒྲོལ་མ་ལ་བསྟོད་པ
D3695	འཕགས་མ་ལྷ་མོ་སྒྲོལ་མ་ལ་བསྟོད་པ
D3696	འཕགས་མ་སྒྲོལ་མ་སྒྲུབ་པའི་ཐབས
D3697	དབྱངས་ཅན་མའི་སྒྲུབ་ཐབས
D3698	ཚངས་པའི་བུ་མོ་དབྱངས་ཅན་མ་ལ་བསྟོད་པས་འགྲུབ་པ་ངག་གི་འོད་ཟེར་ཞེས་བྱ་བ
D3699	དཔལ་རྡོ་རྗེ་ལྷ་མོ་དབྱངས་ཅན་མའི་སྒྲུབ་ཐབས
D3700	དཔལ་ནོར་རྒྱུན་མའི་སྒྲུབ་ཐབས
D3701	འཕགས་མ་ནོར་རྒྱུན་མའི་མཚན་བརྒྱ་རྩ་བརྒྱད་པ
D3702	དཔལ་ནོར་རྒྱུན་མའི་སྨོན་ལམ
D3703	མཁའ་ལྡིང་གྲུབ་པའི་བསྟན་བཅས
D3704	ལྷ་མོ་དབྱངས་ཅན་གྱི་བསྟོད་པ
D3705	དཀྱིལ་འཁོར་གྱི་ཆོས་མདོར་བསྡུས་པ
D3706	གཞལ་ཡས་ཁང་གསལ་བའི་མངོན་རྟོགས་མུན་སེལ་སྒྲོན་མ་ཞེས་བྱ་བ
D3707	ཚུལ་གསུམ་གྱི་སྒྲོལ་མ
D3708	དེ་ཁོ་ན་ཉིད་གྲུབ་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ
D3709	དེ་ཁོ་ན་ཉིད་ལ་འཇུགས་པ་ཞེས་བྱ་བ་བདེ་བར་གཤེགས་པའི་བཀའ་མ་ལུས་པ་མདོར་བསྡུས་ཏེ་བཤད་པའི་རབ་ཏུ་བྱེད་པ
D3710	གསང་སྔགས་ཀྱི་ཚུལ་གྱི་སྣང་བ
D3711	དེ་ཁོ་ན་ཉིད་ཀྱི་སྙིང་པོ་བསྡུས་པ
D3712	ཐེག་པ་གསུམ་རྣམ་པར་བཞག་པ་ཞེས་བྱ་བ
D3713	རྣལ་འབྱོར་བླ་ན་མེད་པའི་རྒྱུད་ཀྱི་དོན་ལ་འཇུག་པ་བསྡུས་པ་ཞེས་བྱ་བ
D3714	རྡོ་རྗེ་ཐེག་པའི་མཐའ་གཉིས་སེལ་བ་ཞེས་བྱ་བ
D3715	དེ་ཉིད་མཐོང་བའི་ལམ་ཞེས་བྱ་བ
D3716	བླ་མ་བརྒྱུད་པའི་རིམ་པའི་མན་ངག་ཅེས་བྱ་བ
D3717	ཐེག་པ་ཆེན་པོའི་ལམ་གྱི་རིམ་པ
D3718	གསང་སྔགས་ལ་འཇུག་པ
D3719	གསང་སྔགས་ལ་འཇུག་པའི་འགྲེལ་པ
D3720	ཐེག་པ་ཆེན་པོ་བསྡུས་པའི་སྒྲོན་མ
D3721	བླ་མ་ལྔ་བཅུ་པ
D3722	བླ་མའི་བསྙེན་བཀུར་གྱི་དཀའ་འགྲེལ
D3723	སྤྱིའི་དམ་ཚིག་མདོར་བསྡུས་པ
D3724	ཚུལ་ཁྲིམས་དང་སྡོམ་པ་དང་དམ་ཚིག་མི་འགལ་པ་ཞེས་བྱ་བ
D3725	དམ་ཚིག་ཐམས་ཅད་བསྡུས་པ་ཞེས་བྱ་བ
D3726	ལས་དང་པོ་པའི་དམ་ཚིག་མདོར་བསྡུས་པ
D3727	སྡོམ་གསུམ་འོད་ཀྱི་ཕྲེང་བ་ཞེས་བྱ་བ
D3728	རྡོ་རྗེ་ཐེག་པ་རྩ་བའི་ལྟུང་བའི་ལས་ཀྱི་ཆོ་ག
D3729	ཞེན་ལོག་སྒྲོན་མ་ཞེས་བྱ་བ
D3730	རྒྱལ་པོ་ཆེན་པོ་རྣམ་ཐོས་སྲས་ཀྱི་སྒྲུབ་ཐབས
D3731	རྒྱལ་པོ་ཆེན་པོ་རྣམ་ཐོས་སྲས་ཀྱི་ལས་བརྟག་པའ་སྒྲུབ་པའི་ཐབས
D3732	གནོད་སྦྱིན་གྱི་རྒྱལ་པོ་སྒྲུབ་པའི་ཐབས
D3733	རྒྱལ་པོ་ཆེན་པོ་ལུས་ངན་པོའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ
D3734	རྣམ་ཐོས་སྲས་ཀྱི་སྒྲུབ་པའི་ཐབས་ཞེས་བྱ་བ
D3735	བཻ་ཤྲ་བ་ཎ་པའི་རྟོགས་པ
D3736	རྒྱལ་པོ་ཆེན་པོ་རྣམ་ཐོས་སྲས་ཀྱི་རྟོག་པ་བདེ་བྱེད་ཆོ་ག་སྣ་ཚོགས་པའི་མཛོད་ཅེས་བྱ་བ
D3737	བགེགས་ཀྱི་རྒྱལ་པོའི་སྒྲུབ་ཐབས
D3738	ཚོགས་ཀྱི་བདག་པོ་གསང་བའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ
D3739	འཕགས་པ་ཚོགས་ཀྱི་བདག་པོ་ཆགས་པ་རྡོ་རྗེའི་དམ་ཚིག་གི་བསྟོད་པ་ཞེས་བྱ་བ
D3740	སྤྲིན་གྱི་སྒྲོན་མ་ཚོགས་ཀྱི་བདག་པོ་སྒྲུབ་པའི་ཐབས་ཞེས་བྱ་བ
D3741	དཔལ་ཚོགས་ཀྱི་བདག་པོ་འཇུར་གེགས་སེལ་བ་ཞེས་བྱ་བ
D3742	ཆོལ་བའི་སྒྲུབ་ཐབས
D3743	རྨུགས་འཛིན་འཆོལ་བའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ
D3744	ཨུ་ཙུ་ཤམཱ་ཛམ་བྷ་ལ་ཞེས་བྱ་བའི་སྒྲུབ་ཐབས
D3745	འཕགས་པ་རྨུགས་འཛིན་འཆོལ་བ་ནག་པོའི་སྒྲུབ་ཐབས
D3746	འཕགས་པ་ཛམ་བྷ་ལ་ནག་པོ་སྒྲུབ་པའི་ཐབས
D3747	འཕགས་པ་རྨུགས་འཛིན་ཆུའི་དབང་པོ་ལ་ཁྱད་པར་གྱི་བསྟོད་པ་ཞེས་བྱ་བ
D3748	འཕགས་པ་རྨུགས་འཛིན་ལ་བསྟོད་པ
D3749	འཕགས་པ་རྨུགས་འཛིན་ལ་བསྟོད་པ
D3750	ཛམ་བྷ་ལའི་བསྟོད་པ
D3751	རྨུགས་འཛིན་འཆོལ་བའི་མན་ངག་གི་བསྟོད་པ
D3752	ལྷ་མོ་ནོར་རྒྱུན་མ་ལ་བསྟོད་པ
D3753	དཔལ་ལྷ་མོ་ནོར་རྒྱུན་མའི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག
D3754	གནོད་སྦྱིན་ཆེན་པོ་གཞན་གྱིས་མི་ཐུབ་པའི་སྒྲུགབ་ཐབས་ཀྱི་རྒྱུད
D3755	རྡོ་རྗེ་བཀོད་པའི་རྒྱུད་ལས་དཀྱིལ་འཁོར་གདུན་པའི་རིམ་པ་རྣམ་པར་ཕྱེད་བའི་སྒྲུག་ཐབས་ཞེས་བྱ་བ
D3756	པོ་ཏ་ལ་ཀར་འགྲོ་བའི་ལམ་ཡིག
D3757	བྱང་ཆུབ་ཆེན་པོ་མདོར་བསྟན་པ
D3758	གྲུབ་ཐོབ་བརྒྱད་ཅུ་རྩ་བཞིའི་གསོལ་འདེབས
D3759	བླ་མ་དམ་པ་བསོད་ནམས་དཔལ་ཞེས་བྱ་བ་ལ་བསྟོད་པ
D3760/4530	མཎཌལ་གྱི་ཆོ་ག
D3761	མཎཌལ་བྱ་བའི་ཆོ་ག
D3762	བླ་མའི་མཎཌ་ལ
D3763	མཎཌལ་གྱི་ཆོ་ག
D3764	མཎཌལ་གྱི་ཆོ་ག
D3765	ལས་དང་པོ་པའི་ཚོགས་སོག་བྱ་བའི་རིམ་པ་མདོར་བསྡུས་པ
D3766	བྱང་ཆུབ་ཀྱི་གཞུང་ལམ་ཞེས་བགྱི་བ
D3767	མཎཌལ་གྱི་ཆོ་ག
D3768	དེ་ཁོ་ན་ཉིད་བསྡུས་པའི་མན་ངག
D3769	རྒྱུད་སྣ་ཚོགས་ལས་བཏུས་པའི་གཏོར་མའི་ཆོ་ག
D3770	ཆོས་སྐྱོང་ཐམས་ཅད་པའི་གཏོར་མའི་ཆོ་ག
D3771	གཏོར་མའི་ཕྲེང་བ
D3772	རྒྱལ་པོ་ཆེན་པོ་བཞིའི་གཏོར་མ་ཞེས་བྱ་བ
D3773	གཏོར་མ་ཆེན་པའི་ལས་ཀྱི་རིམ་པའི་འགྲེལ་པ
D3774	ཆ་གསུམ་འབྲིང་པོའི་ཆོ་ག
D3775	ཆུ་གཏོར་གྱི་ཆོ་ག་ཞེས་བྱ་བ
D3776	ཕྱག་རྒྱ་ཆེན་པོའི་རྣལ་འབྱོར་ལ་འཇུག་པའི་མན་ངག་ཏུ་བཤད་པ
D3777	གཏོར་མའི་འགྲེལ་པ
D3778	བདུད་རྩི་འབྱུང་བ་ཞེས་བྱ་བའི་གཏོར་མའི་ཆོ་ག
D3779	ཆུ་གཏོར་དྲི་མ་མེད་པའི་གཞུང
D3780	ཀླུ་གཏོར་གྱི་ཆོ་ག
D3781	དཀོན་མཆོག་གསུམ་གྱི་བཀྲ་ཤིས་ཀྱི་ཚིགས་བཅད
D3782	དེ་བཞིན་གཤེགས་པ་ལྔའི་བཀྲ་ཤིས་ཚིགས་སུ་བཅད་པ
D3783	དཔལ་རྣལ་འབྱོར་གྱི་རྒྱུད་ཀྱི་དཀྱིལ་འཁོར་གྱི་ལྷ་དེ་བཞིན་གཤེགས་པའ་རིགས་ལྔ་འཁོར་དང་བཅས་པ་ལྷ་སུམ་ཅུ་རྩ་བདུན་གྱི་བཀྲ་ཤིས་ཚིགས་སུ་བཅད་པ
D3784	བཀྲ་ཤིས་བརྒྱད་པ
D3785	བཀྲ་ཤིས་ཀྱི་ཚིགས་སུ་བཅད་པ
D3786	ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་མན་ངག་གི་བསྟན་བཅོས་མངོན་པར་རྟོགས་པའི་རྒྱན་ཞེས་བྱ་བའི་ཚིག་ལེའུར་བྱས་པ
D3787	ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་སྟོང་ཕྲག་ཉི་ཤུ་ལྔ་པའི་མན་ངག་གི་བསྟན་བཅོས་མངོན་པར་རྟོགས་པའི་རྒྱན་གྱི་འགྲེལ་པ
D3788	ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་སྟོང་ཕྲག་ཉི་ཤུ་ལྔ་པའི་མན་ངག་གི་བསྟན་བཅོས་མངོན་པར་རྟོགས་པའི་རྒྱན་གྱི་ཚིག་ལེའུར་བྱས་པའི་རྣམ་པར་འགྲེལ་པ
D3789	འབུམ་དང་ཉི་ཁྲི་ལྔ་སྟོང་པ་དང་ཁྲི་བརྒྱད་སྟོང་པ་གསུམ་དོན་མཐུན་པར་མངོན་རྟོགས་བརྒྱད་དུ་བསྟན་པ
D3790	ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་སྟོང་ཕྲག་ཉི་ཤུ་ལྔ་པ
D3791	ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་བརྒྱད་སྟོང་པའི་བཤད་པ་མངོན་པར་རྟོགས་པའི་རྒྱན་གྱི་སྣང་བ
D3792	བཅོམ་ལྡན་འདས་ཡོན་ཏན་རིན་པོ་ཆེ་སྡུད་པའི་ཚིགས་སུ་བཅད་པའི་དཀའ་འགྲེལ
D3793	ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་མན་ངག་གི་བསྟན་བཅོས་མངོན་པར་རྟོགས་པའི་རྒྱན་ཞེས་བྱ་བའི་འགྲེལ་པ
D3794	ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་མན་ངག་གི་བསྟན་བཅོས་མངོན་པར་རྟོགས་པའི་རྒྱན་ཞེས་བྱ་བའི་འགྲེལ་པ་རྟོགས་པར་དཀའ་བའི་སྣང་བ་ཞེས་བྱ་བའི་འགྲེལ་བཤད
D3795	མངོན་པར་རྟོགས་པའི་རྒྱན་གྱི་འགྲེལ་པའི་བསྡུས་དོན
D3796	ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་མན་ངག་གི་བསྟན་བཅོས་མངོན་པར་རྟོགས་པའི་རྒྱན་གྱི་ཚིག་ལེའུར་བྱས་པའི་འགྲེལ་བཤད་ཚིག་རབ་ཏུ་གསལ་བ
D3797	ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་དོན་བསྡུས་པ
D3798	སྡུད་པ་ཚིགས་སུ་བཅད་པའི་དཀའ་འགྲེལ
D3799	མངོན་པར་རྟོགས་པའི་རྒྱན་གྱི་འགྲེལ་པ་གྲགས་པའི་ཆ
D3800	བཅོམ་ལྡན་འདས་མ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་མན་ངག་གི་བསྟན་བཅོས་མངོན་པར་རྟོགས་པའི་རྒྱན་གྱི་འགྲེལ་པ་ཤེས་རབ་སྒྲོན་མའི་ཕྲེང་བ
D3801	མངོན་པར་རྟོགས་པའི་རྒྱན་གྱི་ཚིག་ལེའུར་བྱས་པའི་འགྲེལ་པ་དག་ལྡན
D3802	སྟོང་ཕྲག་བརྒྱ་པའི་རྣམ་པར་བཤད་པ
D3803	ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་བརྒྱད་སྟོང་པའི་དཀའ་འགྲེལ་སྙིང་པོ་མཆོག
D3804	ཤེས་རབས་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་དོན་བསྡུས་སྒྲོན་མ
D3805	ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་བརྒྱད་སྟོང་པའི་འགྲེལ་པ་གནད་ཀྱི་ཟླ་བའི་འོད
D3806	ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་མཛོད་ཀྱི་ལྡེ་མིག
D3807	ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་འབུམ་པ་རྒྱ་ཆེར་འགྲེལ་པ
D3808	ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་འབུམ་པ་དང་ཉི་ཁྲི་ལྔ་སྟོང་པ་དང་ཁྲི་བརྒྱད་སྟོང་པའི་རྒྱ་ཆེར་བཤད་པ
