Q2001	ཁྱད་པར་དུ་འཕགས་པའི་བསྟོད་པ
Q4808	འཆི་བ་བླུ་བའི་མན་ངག
Q4809	དཔལ་རྡོ་རྗེ་འཇིགས་བྱེད་ཆེན་པོའི་གསད་པའི་འགོར་ལོ་ཞེས་བྱ་བ
Q4810	དཔལ་གཤིན་རྗེའི་གཤེད་དམར་པོའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ
Q4811	ལུས་ངག་ཡིད་གསུམ་བྱིན་གྱིས་བརླབ་པའི་མན་ངག་ཅེས་བྱ་བ
Q4812	སེམས་དཔའ་གསུམ་གྱི་ཏིང་ངེ་འཛིན་ལ་མཉམ་པར་བཞག་པ་ཞེས་བྱ་བ
Q4813	ཆོས་ཐམས་ཅད་འཕགས་པ་འཇམ་དཔལ་གཤིན་རྗེ་གཤེད་པོར་བསྒྲུབ་པའི་ཐབས
Q4814	གཤིན་རྗེ་གཤེད་དམར་ལྷ་ལྔའི་མངོན་པར་རྟོགས་པ་༼དངོས་གྲུབ་ཀྱི་སྙེ་མ་ཞེས་བྱ་བ
Q4815	གཤིན་རྗེ་གཤེད་དམར་པོའི་འཁྲུལ་འཁོར་གྱི་དེ་ཉིད་བཤད་པ་ཞེས་བྱ་བའི་བསྒྲུབ་ཐབས་།་༼རཀཏཡམཱརིཡནཏྲཏཏཏབ༹ཎིརྡེཟཀཎཱམ-སཱདྷན་༽
Q4816	གཤིན་གྱི་ཆོ་ག་ཞེས་བྱ་བ
Q4817	གཤིན་རྗེ་མཐར་བྱེད་ཀྱི་འཁྲུལ་འཁོར་གྱི་ཆོ་ག
Q4818	ཡི་དགས་ཐམས་ཅད་རྡོ་རྗེས་བཅིངས་པ
Q4819	ལས་ཀྱི་གཤིན་རྗེ་འཁོར་བཅས་ཀྱི་མཆོད་པའི་ཆོ་ག
Q4820	འཕགས་པ་དཔལ་གཤིན་རྗེ་ཚོ་བདག་ནག་པོ་སྒྲུབ་པའི་ཐབས་ཞེས་བྱ་བ
Q4821	ཁྲུས་ཀྱི་ཆོ་ག་སྒྲིབ་པ་སྦྱོང་ཤིང་བར་ཆོད་གསལ་བ
Q4822	དཔལ་གཤིན་རྗེ་ཚོ་བདག་ནག་པོའི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག
Q4823	རྒྱུད་དང་མན་ངག་ཐམས་ཅད་ཀྱི་དོན་ཕྱོགས་གཅིག་ཏུ་བསྡེབས་མཚན་མ་གྱེན་འགྲེང་ཐིག་ལའི་འཁྲུལ་འཁོར་གྱི་མན་ངག་རྡོ་རྗེའི་ཚིག་རྣམ་པར་དབྱེ་བ་ཞེས་བྱ་བ
Q4824	རྡོ་རྗེ་ཙར་ཙི་ཀའི་ལས་སྒྲུབ་པའི་ཐབས
Q4825	དཔར་རྡོ་རྗེ་ཕག་མོའི་སྒྲུབ་ཐབས་༼ཞེས་བྱ་བ༽
Q4826	དཔལ་རྡོ་རྗེ་དབྱངས་ཅན་མའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ
Q4827	རྡོ་རྗེ་དཀར་མོའི་རྗེས་སུ་འཛིན་པའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ
Q4828	ཤ་ཟ་གནོད་སྦྱིན་མཁའ་འགྲོ་ཀུན་ནས་འཁྱིལ་པའི་རྟོག་པ་ལས་བྱུང་བའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ
Q4829	གནོད་སྦྱིན་མ་ཀུན་ནས་འཁྱིལ་པའི་སྒྲུབ་ཐབས་ཀྱི་དོན་བསྡུས་པའི་འགྲེལ་པ
Q4830	གཞན་གྱིས་མི་ཐུབ་པ་དང་རི་རབ་མཆོག་མ་རིན་པོ་ཆེ་བཟང་པོའི་བསྒྲུབ་ཐབས
Q4831	འཕགས་པ་འཇམ་དཔལ་གྱི་མཚན་ཡང་དག་པར་བརྗོད་པའི་དཀའ་འགྲེལ
Q4832	འཇམ་དབྱངས་སྨྲ་བའི་སེང་གེའི་སྒྲུབ་ཐབས
Q4833	འཇམ་དཔལ་ངག་གི་རྒྱལ་པོའི་སྒྲུབ་ཐབས
Q4834	འཕགས་པ་འཇམ་དཔལ་གྱི་བསྟོད་པ་༼ཞེས་བྱ་བ༽
Q4835	འཇམ་དཔལ་གྱི་མཚན་ཡང་དག་པར་བརྗོད་པའི་སྤྱན་དབྱེ་བའི་ཆོ་ག་ཞེས་བྱ་བ
Q4836	འཇམ་པའི་དབྱངས་དཔའ་བོ་གཅིག་གྲུབ་པའི་བསྟོད་པ་གསེར་གྱི་ཕྲེང་བ་ཞེས་བྱ་བ
Q4837	ཨ་ར་པ་ཙ་ནའི་སྒྲུབ་ཐབས
Q4838	དཔལ་ཐུགས་རྗེ་ཆེན་པོའི་དབང་བསྐུར་བའི་མན་ངག་རབ་ཏུ་བྱེད་པ་ཞེས་བྱ་བ
Q4839	འཕགས་པ་ཡི་གེ་དྲུག་པའི་སྒྲུབ་ཐབས
Q4840	འཕགས་པ་དོན་ཡོད་ཞགས་པའི་སྒྲུབ་ཐབས
Q4841	འཕགས་པ་དོན་ཡོད་ཞགས་པའི་སྒྲུབ་ཐབས
Q4842	འཕགས་པ་དོན་ཡོད་ཞགས་པའི་སྒྲུབ་ཐབས
Q4843	དཔལ་འཇིག་རྟེན་མགོན་པོ་མཁའ་ལ་སྤྱོད་པའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ
Q4844	འཇིག་རྟེན་དབང་ཕྱུག་གི་བསྟོད་པ་རིན་པོ་ཆེའི་ཕྲེང་བ
Q4845	སེམས་དཔའི་ཕྱག་རྒྱ་ཞེས་བྱ་བ
Q4846	ཡི་གེ་བཞི་པའི་མན་ངག
Q4847	ཕྱག་ན་རྡོ་རྗེ་གཏུམ་པོ་ཆེན་པོ་ཁྲོས་པ་ཞེས་བྱ་བའི་སྒྲུབ་ཐབས
Q4848	གནོད་སྦྱིན་གྱི་སྡེ་དཔོན་ཆེན་པོ་ལག་ན་རྡོ་རྗེ་གོས་སྔོན་ཅན་གྱི་བསྒྲུབ་ཐབས་ཞེས་བྱ་བ་།་༼མཧཱཡཀSཨསེནཱཔཏིཎཱིལཱམབརདྷརབ༹ཇྲཔཱཎིསཱདྷནཎཱམ་༽
Q4849	རྡོ་རྗེ་འཛིན་པ་ཕྱག་ན་རྡོ་རྗེའི་ལས་བསྒྲུབ་པའི་ཐབས་ཞེས་བྱ་བ
Q4850	རྡོ་རྗེ་གཏུམ་པོའི་སྒོ་ནས་ཕྱིར་བཟློག་པའི་འཁོར་ལོ་ཞེས་བྱ་བ་།་༼བ༹ཇྲཅཎཌཱནུསཱརེཎ་པཪSཋྱཅཀྲཎཱམ་༽
Q4851	ཨུ་SHཎའི་SHཨ་སྔགས་ཀྱི་མན་ངག་གི་བསྒྲུབ་ཐབས་ཞེས་བྱ་བ་།་༼ཨུSཎཱིSཨམནཏྲོཔདེཟསཱདྷནཎཱམ་༽
Q4852	རྡོ་རྗེ་རྣམ་པར་འཇོམས་པའི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག་ཞེས་བྱ་བ
Q4853	སྒྲོལ་མ་ནོར་སྦྱིན་མའི་སྒྲུབ་ཐབས
Q4854	སྒྲོལ་མ་ཨུ་གྲའི་མཆོད་པའི་ཆོ་ག་ཞེས་བྱ་བ
Q4855	སྒྲོལ་མ་དམར་མོས་འགྲོ་བ་དབང་དུ་བསྡུ་པའི་འཁོར་ལོའི་ཆོ་ག་ཞེས་བྱ་བ་།་༼རཀཏཏཱརཱཇགདབ༹ཟཾཀརཅཀྲབི༹དྷིཎཱམ་༽
Q4856	སྔགས་ཀྱི་དོན་འཇུག་པ
Q4857	དབང་གི་མན་ངག
Q4858	དམ་ཚིག་སྦས་པ
Q4859	གཞལ་ཡས་ཁང་སྦྱིན་པ
Q4860	ཆུ་གཏོར་གྱི་ཆོ་ག
Q4861	སྦྱིན་སྲེག་གི་ཆོ་ག
Q4862	ལྷ་མཆོད་པའི་རིམ་པ
Q4863	ཚེ་བསྒྲུབ་པའི་ཐབས
Q4864	འཆི་བ་སླུ་བ
Q4865	འཆི་ཀ་མའི་བསྟན་བཅོས
Q4866	རོ་བསྲེག་པ
Q4867	བདུན་ཚིགས་ཀྱི་ཆོ་ག
Q4868	ཚ་ཚའི་ཆོ་ག
Q4869	འཕགས་མ་ལྷ་མོ་སྒྲོལ་མ་ལ་བསྟོད་པ་མུ་ཏིག་འཕྲེང་བ་ཞེས་བྱ་བ་།་༼ཨཱརྱཏཱརཱདེབཱི༹སྟོཏྲམུཀཏིཀཱམཱལཱཎཱམ་༽
Q4870	འཕགས་མ་ལྷ་མོ་སྒྲོལ་མའི་བསྟོད་པ
Q4871	འཕགས་མ་སྒྲོལ་མ་ལ་བསྟོད་པ་སྨོན་ལམ་གྲུབ་པ་ཞེས་བྱ་བ
Q4872	བཅོམ་ལྡན་འདས་འཕགས་མ་སྒྲོལ་མ་ལ་བསྟོད་པ་ཞེས་བྱ་བ
Q4873	འཕགས་མ་སྒྲོལ་མ་འཇིགས་པ་ཆེན་པོ་བརྒྱད་ལས་སྒྲོལ་བའི་བསྟོད་པ
Q4874	འཕགས་མ་སྒྲོལ་མ་ལ་བསྟོད་པ
Q4875	འཕགས་མ་སྒྲོལ་མ་ལ་བསྟོད་པ
Q4876	དམ་ཚིག་སྒྲོལ་མ་ལ་བསྟོད་པ
Q4877	བདེ་བའི་འབྱུང་གནས་དཔལ་ལྡན་རྗེ་བཙུན་མ་ལ་བསྟོད་པ
Q4878	སྒྲོལ་མའི་བསྟོད་པ
Q4879	རྗེ་བཙུན་མ་འཕགས་མ་སྒྲོལ་མ་ལ་མཚན་སུམ་ཅུ་རྩ་གཉིས་ཀྱི་བསྟོད་པ་དོན་ཐམས་ཅད་གྲུབ་པར་བྱེད་པ་རིན་ཆེན་བརྒྱན་འདྲ་ཞེས་བྱ་བ
Q4880	འཕགས་མ་སྒྲོལ་མའི་བཀྲ་ཤིས་བརྗོད་པ
Q4881	སེང་ལྡེང་ནགས་ཀྱི་སྒྲོལ་མ་ལ་བསྟོད་པ
Q4882	འཕགས་མ་སྒྲོལ་མའི་མཚན་ངེས་པ་ཞེས་བྱ་བ་སྟོང་ཕྲག་བཅུ་གཉིས་པ་ལས་ཕྱུང་བ
Q4883	རྡོ་རྗེ་རྣམ་པར་འཇོམས་པའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ
Q4884	རྡོ་རྗེ་རྣམ་པར་འཇོམས་པའི་ཁྲུས་ཀྱི་ཆོ་ག་ཞེས་བྱ་བ
Q4885	ལྷ་མོ་དབྱངས་ཅན་གྱི་བསྟོད་པ
Q4886	ཚེ་དཔག་ཏུ་མེད་པ་ཞེས་བྱ་བའི་སྒྲུབ་ཐབས
Q4887	ཚེ་དང་ཡེ་ཤེས་དཔག་ཏུ་མེད་པའི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག་ཞེས་བྱ་བ
Q4888	བཅོམ་ལྡན་འདས་ཚེ་དང་ཡེ་ཤེས་དཔག་ཏུ་མེད་པའི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག་ཞེས་བྱ་བ
Q4889	རྟ་མགྲིན་གྱི་བསྒྲུབ་ཐབས་༼ཞེས་བྱ་བ༽
Q4890	གཏུམ་ཆེན་དྲག་པོའི་མངོན་པར་རྟོགས་པ
Q4891	མི་གཡོ་བའི་མངོན་པར་རྟོགས་པ་རབ་ཏུ་དགའ་བར་མངོན་པར་བརྗོད་པ
Q4892	ཁྲོ་པོའི་རྒྱལ་པོ་མི་གཡོ་བའི་བསྒྲུབ་པའི་ཐབས
Q4893	མི་གཡོ་བའི་འཁོར་ལོ
Q4894	གཏུམ་པོ་ཁྲོ་བོ་ཆེན་པོའི་སྒྲུབ་ཐབས
Q4895	ཁྲོ་བོ་མི་གཡོ་མགོན་གྱི་སྒྲུབ་ཐབས
Q4896	གཏུམ་པོ་ཁྲོ་བོ་ཆེན་པོའི་སྒྲུབ་པ་དོན་དམ་པ་ཞེས་བྱ་བ
Q4897	དཔལ་ནག་པོ་ཆེན་པོའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ
Q4898	དཔལ་མགོན་པོ་ནག་པོ་ཆེན་པོའི་སྒྲུབ་ཐབས་ཀྱི་རིམ་པ
Q4899	ནག་པོ་ཆེན་པོའི་འཕྲིན་ལས་གསང་བའི་བསྒྲུབ་ཐབས
Q4900	དཔལ་ནག་པོ་ཆེན་པོའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ
Q4901	ཞལ་བཞི་པའི་དམ་ཚིག་དངོས་གྲུབ་བསྒྲུབ་པའི་ཐབས་ཞེས་བྱ་བ
Q4902	དཔལ་ནག་པོ་ཆེན་པོའི་བསྒྲུབ་ཐབས་༼ཞེས་བྱ་བ༽
Q4903	དཔལ་ནག་པོ་ཆེན་པོའི་བསྒྲུབ་པའི་ཐབས་ཞེས་བྱ་བ
Q4904	ནག་པོ་ཆེན་པོའི་གཏོར་མའི་ཆོ་ག་༼མཧཱཀཱལབལིབི༹དྷི་༽
Q4905	ནག་པོ་ཆེན་པོ་ལ་བསྟོད་པ
Q4906	ནག་པོ་ཆེན་པོའི་བསྟོད་པའི་ཕྲེང་བ་ཞེས་བྱ་བ
Q4907	ནག་པོ་ཆེན་པོ་ལ་བསྟོད་པ
Q4908	ནག་པོ་ཆེན་པོ་ལ་བསྟོད་པ
Q4909	ནག་པོ་ཆེན་པོ་ལ་བསྟོད་པ
Q4910	དཔལ་ནག་པོ་ཆེན་པོ་ལ་བསྟོད་པ
Q4911	ནག་པོ་ཆེན་པོ་ལ་བསྟོད་པ
Q4912	ལྷ་མོ་ནག་མོའི་བསྟོད་པ
Q4913	དཔལ་ལྷ་མོ་ནག་མོ་ལ་བསྟོད་པ་ཞེས་བྱ་བ
Q4914	དཔལ་ལྷ་མོ་ནག་མོ་ལ་བསྟོད་པ་ཞེས་བྱ་བ
Q4915	དཔལ་ལྷ་མོ་ནག་མོ་ལ་བསྟོད་པ་ཞེས་བྱ་བ
Q4916	དཔལ་ལྷ་མོ་ནག་མོ་ལ་བསྟོད་པ་ཞེས་བྱ་བ
Q4917	ཏཔལ་ལྷ་མོ་ནག་མོ་ལ་བསྟོད་པ་ཞེས་བྱ་བ
Q4918	དཔལ་ལྡན་ལྷ་མོ་ནག་མོ་ལ་བསྟོད་པ་ཞེས་བྱ་བ
Q4919	ལས་མཁན་གྱི་བསྟོད་པ
Q4920	གནོད་སྦྱིན་ནག་པོའི་བསྟོད་པ
Q4921	དཔལ་ལྡན་ལྷ་མོ་དུད་སོལ་མའི་རྗེས་གནང
Q4922	དམག་དཔོན་ཆེན་པོ་ཞལ་བཞི་པའི་བསྟོད་པ་ཤོ་ལོ་ཀ་ཉི་ཤུ་པ་ཞེས་བྱ་བ
Q4923	བྱིན་གྱིས་བརླབས་པ་ནག་པོ་ཆེན་པོའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ
Q4924	བྱིན་གྱིས་བརླབས་པའི་ནག་པོ་ཆེན་པོའི་གསང་བའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ
Q4925	མི་བསྐྱོད་པ་ལ་བརྟེན་ནས་མགོན་པོའི་གེགས་སེལ
Q4926	མགོན་པོའི་བཀྲ་ཤིས་ཡོན་ཏན་རྒྱ་མཚོ་ཞེས་བྱ་བ
Q4927	མགོན་པོ་དམར་པོའི་ཚེ་བསྒྲུབ་ཀྱི་ཞལ་གདམས
Q4928	དཔལ་ལྡན་ལྷ་མོའི་སྲོག་སྒྲུབ
Q4929	དཔལ་ལྡན་ལྷ་མོ་༼ནག་མོ་༽ཆེན་མོའི་གསང་བའི་བསྒྲུབ་ཐབས་ཞེས་བྱ་བ
Q4930	རྡོ་རྗེ་མཁའ་སྤྱོད་མ་སྒྲུབ་པའི་ཐབས
Q4931	ནག་པོ་ཆེན་པོ་ཕུར་པར་སྒྲུབ་པ་ཞེས་བྱ་བ
Q4932	དཔལ་ནག་པོ་ཆེན་པོའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ
Q4933	མགོན་པོའི་རྒྱུ་དུས་བརྟག་པ
Q4934	བྱིན་གྱིས་བརླབས་པའི་ནག་པོ་༼ཆེན་པོ༽འི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ
Q4935	ནག་པོ་ཆེན་པོ་༼ས་བྱིན་གྱིས་བརླབས་པ༽འི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ
Q4936	དཔལ་ནག་པོ་ཆེན་པོ་བྱིན་བརླབས་ཅན་གྱི་སྒྲུབ་པའི་ཐབས་ཞེས་བྱ་བ
Q4937	གསང་བའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ
Q4938	ནག་པོ་ཆེན་པོའི་བསྟོད་པ་རྔམ་པ་སྒྲ་སྒྲོགས་ཞེས་བྱ་བ་།་༼མཧཱཀཱལསྟོཏྲ་ཨཱཀSཨེཔཎཱམ་༽
Q4939	མགོན་པོའི་གཞུང་བསྟོད
Q4940	ནག་པོ་ཆེན་པོའི་བསྟོད་པ
Q4941	ནག་པོ་ཆེན་པོའི་བསྟོད་པ
Q4942	ནག་པོ་ཆེན་པོ་ཕྱག་བཞི་པའི་སྒྲུབ་ཐབས
Q4943	ཡེ་ཤེས་མགོན་པོ་གྲི་གུག་ཅན་གྱི་བདག་བསྐྱེད་བཟླས་པ་བསྟོཏ་པ
Q4944	ནག་པོ་ཆེན་པོ་ཕྱག་གཉིས་པའི་བསྟོད་པ
Q4945	མགོན་པོ་དྲག་གཤེད་ཀྱི་དབང་བསྡུས་པའི་ལག་ལེན
Q4946	དཔལ་ནག་པོ་ཆེན་པོའི་ལས་ཚོགས
Q4947	རྡོ་རྗེ་ནག་པོ་ཆེན་པོའི་ལས་བསྐྲད་པའི་མངོན་སྤྱོད་ཞེས་བྱ་བ
Q4948	རྡོ་རྗེ་ནག་པོ་ཆེན་པོའི་ལས་དབྱེ་བའི་མངོན་སྤྱོད་ཞེས་བྱ་བ
Q4949	རྡོ་རྗེ་ནག་པོ་ཆེན་པོའི་ལས་ལུས་རེངས་པར་བྱེད་པའི་མངོན་སྤྱོད་ཞེས་བྱ་བ
Q4950	རྡོ་རྗེ་ནག་པོ་ཆེན་པོའི་ལས་ངག་རེངས་པར་བྱེད་པའི་མངོན་སྤྱོད་ཞེས་བྱ་བ
Q4951	རྡོ་རྗེ་ནག་པོ་ཆེན་པོའི་ལས་ཡིད་རེངས་པར་བྱེད་པའི་མངོན་སྤྱོད་ཞེས་བྱ་བ
Q4952	རྡོ་རྗེ་ནག་པོ་ཆེན་པོའི་ལས་སྲིད་སྐེམ་པའི་མངོན་བརྗོད་ཞེས་བྱ་བ
Q4953	རྡོ་རྗེ་ནག་པོ་ཆེན་པོའི་ལས་མངོན་སྤྱོད་སླར་གསོ་བར་བྱེད་པ་ཞི་བའི་ལས་ཞེས་བྱ་བ
Q4954	རྡོ་རྗེ་ནག་པོ་ཆེན་པོའིམངོན་སྤྱོད་ཀྱི་སྦྱིན་སྲེག་ཞེས་བྱ་བ
Q4955	ཙ་ཎཌི་ཀའི་ཚིག་སྒྲུབ་ཅེས་བྱ་བ
Q4956	དབང་བསྐུར་གྱི་ཆོ་ག་རིན་ཆེན་ཕྲེང་འདྲ་ཤེས་བྱ་བ
Q4957	དཔལ་ནག་པོ་ཆེན་པོའི་སྒྲུབ་ཐབས
Q4958	དཔལ་ནག་པོ་ཆེན་པོའི་གསང་བའི་མན་ངག་ཅེས་བྱ་བ
Q4959	དམ་ཚིག་འདུས་པའི་དབང
Q4960	དཔལ་མགོན་པོ་བྱ་རོག་མའི་བསྐངས་ཀྱི་ཆོ་གའི་རིམ་པ
Q4961	དཔལ་ནག་པོ་ཆེན་པོའི་དངོས་གྲུབ་དང་བསྲུང་བ་དང་བཟློག་པའི་སྒྲུབ་ཐབས་ཤེས་བྱ་བ
Q4962	མགོན་པོ་བྱ་རོག་གདོང་གི་གཏོར་མདོས
Q4963	གནོད་སྦྱིན་ནག་པོ་ཆེན་པོའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ
Q4964	དཔལ་ནག་པོ་ཆེན་པོའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ
Q4965	གནོད་སྦྱིན་ནག་པོ་ཆེན་པོ་ལ་རིན་པོ་ཆེས་བསྟོད་པ་ཞེས་བྱ་བ
Q4966	རང་གནས་པ་ནག་པོ་ཆེན་པོའི་སྒྲུབ་ཐབས
Q4967	རྗེ་བཙུན་དཔལ་ནག་པོ་ཆེན་པོའི་སྒྲུབ་ཐབས་མན་ངག་མདོར་བསྡུས་པ
Q4968	དཔལ་ནག་པོ་ཆེན་པོའི་སྒྲུབ་ཐབས
Q4969	འཇིགས་བྱེད་ནག་པོ་ཆེན་པོའི་སྒྲུབ་ཐབས
Q4970	རྣམ་ཐོས་སྲས་རྗེས་སུ་འབྲང་བའི་གཏོར་མའི་ཆོ་ག་ཞེས་བྱ་བ
Q4971	གླང་པོ་རིན་པོ་ཆེ་ལ་ནོར་བླང་བའི་མན་ངག་ཅེས་བྱ་བ
Q4972	ཚོགས་ཀྱི་བདག་པོའི་སྒྲུབ་ཐབས་འཁོར་ལོ་ཆེན་པོ་ཞེས་བྱ་བ
Q4973	བགེགས་ཀྱི་རྒྱལ་པོའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ
Q4974	སྣ་ཚོགས་ནོར་བུ་བདེ་མཆོག་འཁོར་ལོའི་སྒྲུབ་ཐབས་ཤེས་བྱ་བ
Q4975	དཔལ་རྡོ་རྗེ་མཁའ་འགྲོ་༼མ་༽འི་བསྒྲུབ་ཐབས་ཤེས་བྱ་བ
Q4976	བགེགས་ཀྱི་རྒྱལ་པོ་བསྒྲུབ་པའི་ཐབས་ཤེས་བྱ་བ
Q4977	འཕགས་པ་ཚོགས་ཀྱི་བདག་པོ་ལ་བསྟོད་པ
Q4978	བགེགས་བདག་ཆེན་པོའི་སྐུ་བྲི་བའི་མན་ངག་ཡིད་བཞིན་ནོར་བུ་ཞེས་བྱ་བ
Q4979	འཕགས་པ་ཚོགས་ཀྱི་བདག་པོའི་གཏོར་མའི་ཆོ་ག
Q4980	བགེགས་བདག་གི་སྦྱིན་སྲེག་གི་ཆོ་ག་རབ་ཏུ་བཤད་པ
Q4981	ཤིན་ཏུ་མྱུར་བའི་ལྷ་ཆེན་པོ་བགེགས་ཀྱི་རྒྱལ་པོའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ
Q4982	ཤིན་ཏུ་མྱུར་བའི་ལྷ་བགེགས་ཆེན་པོ་བགེགས་ཀྱི་རྒྱལ་པོ་བསྒྲུབ་པའི་ཐབས་ཤེས་བྱ་བ
Q4983	དཔལ་ཚོགས་ཀྱི་བདག་པོའི་འཁོར་ལོའི་གསལ་བྱེད
Q4984	སྔགས་ཀྱི་རྒྱལ་པོའི་དམ་ཚིག་དངོས་གྲུབ་སྒྲུབ་པའི་ཐབས་ཤེས་བྱ་བ
Q4985	གསལ་བྱེད་ཉི་མའི་འཁོར་ལོས་དབང་དུ་བྱ་བ་ཞེས་བྱ་བ
Q4986	དཔལ་ཚོགས་ཀྱི་བདག་པོ་ཞི་བའི་སྒྲུབ་ཐབས
Q4987	འཕགས་པ་ཚོགས་ཀྱི་བདག་པོ་ཡིད་བཞིན་ནོར་བུའི་སྒྲུབ་ཐབས
Q4988	འཕགས་པ་ཚོགས་ཀྱི་བདག་པོའི་སྦྱིན་སྲེག་གི་ཆོ་ག
Q4989	འཕགས་པ་ཚོགས་ཀྱི་བདག་པོ་ལ་བསྟོད་པ
Q4990	ཚོགས་ཀྱི་བདག་པོའི་གསང་བའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ
Q4991	ཚོགས་ཀྱི་བདག་པོ་ལ་བསྟོད་པ
Q4992	ཚོགས་ཀྱི་བདག་པོ་ཆེན་པོ་ཁམས་གསུམ་དབང་སྡུད་དམར་པོའི་སྒྲུབ་པའི་ཐབས
Q4993	འདོད་པའི་དབང་ཕྱུག་གི་བསྟོད་པ
Q4994	ཚོགས་ཀྱི་བདག་པོ་ཁྲོ་བོའི་སྒྲུབ་ཐབས
Q4995	ཚོགས་ཀྱི་བདག་པོ་དམ་ཚིག་གསང་བའི་བསྒྲུབ་ཐབས་ཞེས་བྱ་བ
Q4996	རིམ་པ་དྲུག་པ་ཞེས་བྱ་བ
Q4997	ཨཱ་པ་ར་ཙི་ཏ་རིན་ཆེན་བཟང་པོའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ
Q4998	ནོར་ལྷ་གསང་བའི་སྒྲུབ་ཐབས
Q4999	འཕགས་པ་ཛམ་བྷ་ལ་ལ་བསྟོད་པ་ཞེས་བྱ་བ
Q5000	ནོར་བདག་གཙོ་འཁོར་ལྔའི་བསྟོད་པ་དབྱིག་གི་ཆར་འབེབས་ཞེས་བྱ་བ
Q5001	གནོད་སྦྱིན་མོ་ནག་མོས་བསད་པའི་སྒྲུབ་ཐབས
Q5002	ཁྲོ་བོའི་རྒྱལ་པོ་ཁམས་གསུམ་རྣམ་པར་རྒྱལ་བའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ
Q5003	ཁྲོ་བོ་ཆེན་པོ་བདུད་རྩི་འཁྱིལ་པའི་སྒྲུབ་ཐབས
Q5004	བཅོམ་ལྡན་འདས་དཔལ་རྡོ་རྗེ་གནོད་མཛེས་ཁྲོ་བོའི་རྒྱལ་པོ་ཆེན་པོ་སྡང་བ་ཐམས་ཅད་རྣམ་པར་འཇོམས་པའི་བསྒྲུབ་ཐབས
Q5005	ཁྲོ་བོ་རེག་ཚིག་གི་བསྒྲུབ་པའི་ཐབས་ཞེས་བྱ་བ
Q5006	རེག་འབིགས་མའི་བསྒྲུབ་ཐབས
Q5007	སྐལ་འཇོག་དབང་གི་ཆོ་ག
Q5008	ཁྲོ་བོ་རེག་ཚིག་གི་དམ་ཚིག་གསང་བའི་བསྒྲུབ་ཐབས
Q5009	ཁྲོ་བོ་རེག་ཚིག་གི་སྦྱིན་སྲེག་གི་ཆོ་ག་ཞེས་བྱ་བ
Q5010	གཏོར་མའི་ཆོ་ག་ཞེས་བྱ་བ
Q5011	ལྷ་ཆེན་པོ་གསུམ་གྱི་བསྒྲུབ་ཐབས
Q5012	རྡོ་རྗེ་སློབ་དཔོན་གྱི་བྱ་བ་ཀུན་ལས་བཏུས་པ
Q5013	བླ་མའི་བསྙེན་བཀུར་གྱི་དཀའ་འགྲེལ
Q5014	བླ་མའི་སྒྲུབ་ཐབས
Q5015	ཕྱི་སྒྲུབ་ཀྱི་རྟེན་འབྲེལ
Q5016	བླ་མ་སྒྲུབས་པ
Q5017	བླ་མ་གསང་བར་སྒྲུབ་པ་ཞེས་བྱ་བ
Q5018	དགེ་འདུན་སྤྱན་དྲང་བ
Q5019	བླ་མེད་རིགས་ལྔའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ
Q5020	དཔལ་རྒྱུད་སྡེ་ལྔའི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག་དེ་ཁོ་ན་ཉིད་བསྡུས་པ་གསལ་བ་ཞེས་བྱ་བ
Q5021	རྐང་གྲངས་རིན་ཆེན་ཕྲེང་བ་ཞེས་བྱ་བ
Q5022	མངོན་པར་རྟོགས་པ་མུ་ཏིག་གི་ཕྲེང་བ་ཞེས་བྱ་བ
Q5023	དཔལ་འཇམ་པའི་རྡོ་རྗེ་ལ་སོགས་པའི་མངོན་པར་རྟོགས་པ་ཀུན་ལས་བཏུས་པ་རྫོགས་པའི་རྣལ་འབྱོར་གྱི་ཕྲེང་བ་ཞེས་བྱ་བ
