G1	ཁྱད་པར་དུ་འཕགས་པའི་བསྟོད་པ
G2248	ཧ་རི་ཧ་རི་ཧ་རི་ལ་ཞོན་པར་གྱུར་པའི་སྒྲུབ་ཐབས
G2249	ཧ་རི་ཧ་རི་ཧ་རི་ལ་ཞོན་པར་གྱུར་པའི་སྒྲུབ་ཐབས
G2250	ཇིག་རྟེན་གསུམ་པོ་དབང་དུ་བྱེད་པའི་འཇིག་རྟེན་དབང་ཕྱུག་གི་སྒྲུབ་ཐབས
G2251	ཇིག་རྟེན་གསུམ་པོ་དབང་དུ་བྱེད་པའི་འཇིག་རྟེན་དབང་ཕྱུག་གི་སྒྲུབ་ཐབས
G2252	ཇིག་རྟེན་དབང་ཕྱུག་དམར་པོའི་སྒྲུབ་ཐབས
G2253	ཇིག་རྟེན་དབང་ཕྱུག་གི་ལྷག་པར་དབང་དུ་བྱ་པའི་ཆོ་ག
G2254	ཕགས་པ་སྤྱན་རས་གཟིགས་དབང་ཕྱུག་མགྲིན་པ་སྔོན་པོ་ཅན་གྱི་སྒྲུབ་ཐབས
G2255	སྒྱུ་འཕྲུལ་དྲ་བའི་རིམ་པའི་འཕགས་པ་སྤྱན་རས་གཟིགས་དབང་ཕྱུག་གི་སྒྲུབ་ཐབས
G2256	པདམའི་ཕྱག་གི་གཟུངས
G2257	ཉེ་བར་སྤྱོད་པ་དང་བཅས་པ་སྲན་མ་SHཨའི་ཞལ་གྱི་གཟུངས
G2258	ཇིག་རྟེན་དབང་ཕྱུག་དོན་ཡོད་ཞགས་པའི་ཐབས
G2259	དཔལ་འཇིག་རྟེན་གསུམ་པོ་དབང་དུ་བྱེད་པའི་འཕགས་པ་བྷུག་མའི་སྒྲུབ་ཐབས
G2260	དཔལ་འཇིག་རྟེན་མགོན་པོའི་སྒྲུབ་ཐབས
G2261	བརྟན་པའི་འཁོར་ལོའི་སྒྲུབ་ཐབས
G2262	ཚིག་ལྷུག་པའི་བརྟན་པའི་འཁོར་ལོའི་སྒྲུབ་ཐབས
G2263	ཕགས་པ་འཇམ་དཔལ་གྱི་སྒྲུབ་ཐབས
G2264	དཔལ་ལྡན་ངག་གི་རྒྱལ་པོའི་སྒྲུབ་ཐབས
G2265	ཕགས་པ་འཇམ་དཔལ་ངག་གི་རྒྱལ་པོའི་སྒྲུབ་ཐབས
G2266	ངག་གི་རྒྱལ་པོའི་སྒྲུབ་ཐབས
G2267	ཇམ་པའི་དབྱངས་ཀྱི་སྒྲུབ་ཐབས
G2268	དཔལ་ལྡན་འཕགས་པ་ངག་གི་རྒྱལ་པོའི་སྒྲུབ་ཐབས
G2269	ངག་གི་རྒྱལ་པོའི་སྒྲུབ་ཐབས
G2270	ཤེས་རབ་འཕེལ་བའི་གཏེར་གྱི་ངག་གི་རྒྱལ་པོའི་སྒྲུབ་ཐབས
G2271	ངག་གི་རྒྱལ་པོའི་སྒྲུབ་ཐབས
G2272	ཨ་ར་པ་ཙ་ནའི་སྒྲུབ་ཐབས
G2273	ཚིག་ལྷུག་པའི་ཨ་ར་པ་ཙ་ནའི་སྒྲུབ་ཐབས
G2274	རྗེ་བཙུན་འཕགས་པ་འཇམ་དཔལ་བསྒོམ་པའི་མན་ངག
G2275	ཨ་ར་པ་ཙ་ན་འཕྲལ་དུ་ཉམས་སུ་མྱོང་བའི་སྒྲུབ་ཐབས
G2276	ཡན་ལག་མེད་པའི་རྡོ་རྗེའི་སྒྲུབ་ཐབས
G2277	ཇམ་དཔལ་ཡན་ལག་མེད་པའི་རྡོ་རྗེའི་སྒྲུབ་ཐབས
G2278	ཆོས་ཀྱི་དབྱིངས་ངག་གི་དབང་ཕྱུག་གི་སྒྲུབ་ཐབས
G2279	ཆོས་ཀྱི་དབྱིངས་ངག་གི་དབང་ཕྱུག་གི་སྒྲུབ་ཐབས་ཀྱི་དབང་དུ་བྱ་བའི་ཆོ་ག
G2280	སེམས་ཅན་ཐམས་ཅད་དབང་དུ་བྱད་པའི་ཏིང་ངེ་འཛིན
G2281	ཆོས་ཀྱི་དབྱིངས་ངག་གི་དབང་ཕྱུག་གི་སྒྲུབ་ཐབས
G2282	ཨ་ར་པ་ཙ་ནའི་སྒྲུབ་ཐབས
G2283	ངག་གི་སྒྲུབ་ཐབས
G2284	དཔའ་བོ་གཅིག་ཏུ་གྲུབ་པའི་སྒྲུབ་ཐབས
G2285	ངག་གི་སྒྲུབ་ཐབས
G2286	ཇམ་དཔལ་རྒྱལ་པོ་ཆེན་པོ་རོལ་པའི་སྒྲུབ་ཐབས
G2287	ཇམ་དཔལ་གྱི་སྒྲུབ་ཐབས
G2288	ཕགས་པ་དཔའ་བོ་གཅིག་ཏུ་གྲུབ་པའི་སྒྲུབ་ཐབས
G2289	དཔའ་བོ་གཅིག་ཏུ་གྲུབ་པའི་སྒྲུབ་ཐབས
G2290	བུང་བ་མྱོས་པའི་སྒྲུབ་ཐབས
G2291	ལྷག་པར་དབང་དུ་བྱེད་པའི་འཇམ་དཔལ་གྱི་སྒྲུབ་ཐབས
G2292	ཇམ་དཔལ་གྱི་སྒྲུབ་ཐབས
G2293	རིག་པ་འཛིན་པའི་སྡེ་སྣོད་ལས་འབྱུང་བ་བསྡུས་པའི་འཇམ་དཔལ་གྱི་སྒྲུབ་ཐབས
G2294	རིག་པ་འཛིན་པའི་སྡེ་སྣོད་ལས་འབྱུང་བ་བསྡུས་པའི་འཇམ་དཔལ་གྱི་སྒྲུབ་ཐབས
G2295	རིག་པ་འཛིན་པའི་སྡེ་སྣོད་སོ་སོ་ནས་བསྡུས་པའི་འཇམ་པའི་དབྱངས་ཀྱི་སྒྲུབ་ཐབས
G2296	ཤེས་རབ་འཕེལ་བའི་ཆོ་ག
G2297	མཚན་ཡང་དག་པར་བརྗོད་པའི་མན་ངག་ཤེས་རབ་འཁོར་ལོའི་དངོས་གྲུབ་མཆོག་ཐོབ་པའི་སྒྲུབ་ཐབས
G2298	ཆོས་ཀྱི་དུང་གི་ཏིང་ངེ་འཛིན་འཇམ་དཔལ་གྱི་སྒྲུབ་ཐབས
G2299	ཕགས་པ་མཚན་ཡང་དག་པར་བརྗོད་པའི་སྒྲུབ་ཐབས
G2300	ཇམ་པའི་རྡོ་རྗེའི་སྒྲུབ་ཐབས
G2301	ཡི་གེ་གཅིག་པའི་རབ་ཏུ་སྦྱོར་བ་ཅུང་ཟད་པ
G2302	གཏུམ་པོ་ཁྲོ་བོ་ཆེན་པོའི་སྒྲུབ་ཐབས་ཆོ་ག་དང་བཅས
G2303	གཏུམ་པོ་ཁྲོ་བོ་ཆེན་པོའི་སྒྲུབ་ཐབས
G2304	གཏུམ་པོ་ཁྲོ་བོ་ཆེན་པོའི་སྒྲུབ་ཐབས
G2305	གཏུམ་པོ་ཁྲོ་བོ་ཆེན་པོའི་སྒྲུབ་ཐབས
G2306	ཕགས་མ་སེང་ལྡེང་གནས་ཀྱི་སྒྲོལ་མའི་སྒྲུབ་ཐབས
G2307	སྒྲོལ་མ་ཆེན་མོའི་སྒྲུབ་ཐབས
G2308	མཆོག་སྦྱིན་སྒྲོལ་མའི་སྒྲུབ་ཐབས
G2309	དབང་དུ་བྱེད་པའི་སྒྲོལ་མའི་སྒྲུབ་ཐབས
G2310	རྡོ་རྗེ་སྒྲོལ་མའི་སྒྲུབ་ཐབས
G2311	རྡོ་རྗེ་སྒྲོལ་མའི་སྒྲུབ་ཐབས
G2312	རྡོ་རྗེ་སྒྲོལ་མའི་སྒྲུབ་ཐབས
G2313	རྡོ་རྗེ་སྒྲོལ་མའི་སྒྲུབ་ཐབས
G2314	རྡོ་རྗེ་སྒྲོལ་མའི་སྒྲུབ་ཐབས
G2315	སྒྲོལ་མའི་སྒྲུབ་ཐབས
G2316	ཕགས་མ་འཇིགས་པ་ཆེན་པོ་བརྒྱད་ལས་སྐྱོབ་པའི་སྒྲོལ་མའི་སྒྲུབ་ཐབས
G2317	རྒྱ་ནག་རིམ་པའི་འཕགས་མ་སྒྲོལ་མའི་སྒྲུབ་ཐབས
G2318	རྒྱ་ནག་ཆེན་པོའི་རིམ་པའི་འཕགས་མ་སྒྲོལ་མའི་སྒྲུབ་ཐབས
G2319	ཆི་བ་སླུ་བའི་སྒྲོལ་མའི་སྒྲུབ་ཐབས
G2320	ཆི་བ་སླུ་བའི་སྒྲོལ་མ་དཀར་མོའི་སྒྲུབ་ཐབས
G2321	སྒྲོལ་མ་དཀར་མོའི་སྒྲུབ་ཐབས
G2322	སྒྲོལ་མ་དཀར་མོ་ཕྱག་དྲུག་མའི་སྒྲུབ་ཐབས
G2323	ཕགས་མ་སྒྲོལ་མ་དུག་སེར་མའི་སྒྲུབ་ཐབས
G2324	སྒྲོལ་མ་ནོར་སྦྱིན་མའི་སྒྲུབ་ཐབས
G2325	ཨོད་དཔག་མེད་ཀྱི་སྙིང་པོའི་རྒྱུད་ལས་བཅོམ་ལྡན་འདས་མ་འཕགས་མ་སྒྲོལ་མའི་རྟོག་པ་གསུངས་པ
G2326	ངན་སོང་ལས་སྒྲོལ་མའི་སྒྲུབ་ཐབས
G2327	ལྷ་མོ་འཕགས་མ་སྒྲོལ་མའི་སྒྲུབ་ཐབས
G2328	ཆི་བ་སླུ་བའི་མན་ངག་གི་སྒྲོལ་མའི་སྒྲུབ་ཐབས
G2329	སྣ་ཚོགས་ཡུམ་གྱི་སྒྲུབ་ཐབས
G2330	དོན་ཐམས་ཅད་གྲུབ་པ་རབ་ཏུ་སྦྱིན་མའི་འཕགས་མ་སྒྲོལ་མའི་སྒྲུབ་ཐབས
G2331	རྗེ་བཙུན་མ་འཕགས་མ་སྒྲོལ་མའི་ཆོ་ག
G2332	ཕགས་མ་དུག་སེལ་མའི་སྒྲུབ་ཐབས
G2333	ཕགས་མ་དུག་སེལ་མའི་གཟུངས
G2334	ཕགས་མ་དུག་སེལ་མའི་སྒྲུབ་ཐབས
G2335	ཕགས་མ་དུག་སེལ་མའི་རིག་སྔགས་ཆེན་མོ
G2336	བཅོམ་ལྡན་འདས་འཕགས་མ་དྲུག་སེལ་མའི་རྟོག་པ
G2337	ཕགས་མ་ཛའམ་གུ་ལའིའི་སྒྲུབ་ཐབས
G2338	རལ་པ་གཅིག་མའི་སྒྲུབ་ཐབས
G2339	རལ་པ་གཅིག་མའི་སྒྲུབ་ཐབས
G2340	ཕགས་མ་རལ་གཅིག་མའི་སྒྲུབ་ཐབས
G2341	རལ་པ་གཅིག་མའི་སྒྲུབ་ཐབས
G2342	རལ་པ་གཅིག་མའི་སྒྲུབ་ཐབས
G2343	ཙུནདེའི་སྒྲུབ་ཐབས
G2344	ཙུནདེའི་སྒྲུབ་ཐབས
G2345	ཙུནདེའི་སྒྲུབ་ཐབས
G2346	རྟོག་པ་ལས་གསུངས་པའི་འོད་ཟེར་ཅན་དཀར་མོ་ཕྱག་བཅུ་པའི་སྒྲུབ་ཐབས
G2347	མྱ་ངན་མེད་པའི་ཤིང་གི་འོད་ཟེར་ཅན་གྱི་སྒྲུབ་ཐབས
G2348	རྟོག་པ་ལས་གསུངས་པའི་འོད་ཟེར་ཅན་གྱི་སྒྲུབ་ཐབས
G2349	རྟོག་པ་ལས་གསུངས་པའི་ཆོ་ག་འོད་ཟེར་ཅན་དཀར་མོའི་སྒྲུབ་ཐབས
G2350	རྡོ་རྗེ་དབྱིངས་ཀྱི་དབང་ཕྱུག་མ་འོད་ཟེར་ཅན་གྱི་སྒྲུབ་ཐབས
G2351	ཨོད་ཟེར་ཅན་ཕྱག་བརྒྱད་མ་སེར་མོའི་སྒྲུབ་ཐབས
G2352	ཨོ་ཌི་ཡའ་ནའི་འོད་ཟེར་ཅན་གྱི་སྒྲུབ་ཐབས
G2353	ཨོ་ཌི་ཡའ་ནའི་འོད་ཟེར་ཅན་གྱི་སྒྲུབ་ཐབས
G2354	རང་བྱིན་གྱིས་བརླབ་པའི་རིམ་པའི་འོད་ཟེར་ཅན་གྱི་སྒྲུབ་ཐབས
G2355	མྱ་ངན་མེད་པའི་ཤིང་གི་འོད་ཟེར་ཅན་གྱི་སྒྲུབ་ཐབས
G2356	རྟོག་པ་ལས་གསུངས་པའི་འོད་ཟེར་ཅན་གྱི་སྒྲུབ་ཐབས
G2357	ཨོད་ཟེར་ཅན་གྱི་སྒྲུབ་ཐབས
G2358	དཔལ་འོད་ཟེར་ཅན་པི་ཙུ་མའི་སྒྲུབ་ཐབས
G2359	ཨོད་ཟེར་ཅན་གྱི་སྒྲུབ་ཐབས
G2360	ཨོད་ཟེར་ཅན་གྱི་སྒྲུབ་ཐབས་མདོར་བསྡུས་པ
G2361	ཕགས་མ་འོད་ཟེར་ཅན་གྱི་གཟུངས་གདོན་པའི་མན་ངག
G2362	རི་ཁྲོད་ལོ་མ་ཅན་གྱི་སྒྲུབ་ཐབས
G2363	རི་ཁྲོད་ལོ་མ་ཅན་གྱི་སྒྲུབ་ཐབས
G2364	ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་མ་དཀར་མོའི་སྒྲུབ་ཐབས
G2365	ཕགས་མ་རི་ཁྲོད་མ་ལོ་མ་ཅན་གྱི་གཟུངས
G2366	དཔལ་ལྡན་ནག་པོ་ཆེན་པོའི་སྒྲུབ་ཐབས
G2367	ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་མ་སྐུ་མདོག་གསེར་མོའི་སྒྲུབ་ཐབས
G2368	ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་མ་སྐུ་མདོག་གསེར་མོའི་སྒྲུབ་ཐབས་མདོར་བསྡུས་པ
G2369	ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་མ་དཀར་མོའི་སྒྲུབ་ཐབས
G2370	ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་མ་དཀར་མོའི་སྒྲུབ་ཐབས
G2371	ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་མ་གསེར་མདོག་ཅན་གྱི་སྒྲུབ་ཐབས
G2372	ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་མའི་སྒྲུབ་ཐབས
G2373	གསེར་མདོག་ཅན་གྱི་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་མའི་སྒྲུབ་ཐབས
G2374	ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་མའི་སྒྲུབ་ཐབས
G2375	ཕགས་མ་རྡོ་རྗེ་དབྱངས་ཅན་མའི་སྒྲུབ་ཐབས
G2376	དབྱངས་ཅན་མ་ཆེན་མོའི་སྒྲུབ་ཐབས
G2377	རྡོ་རྗེ་དབྱངས་ཅན་མའི་སྒྲུབ་ཐབས
G2378	རྡོ་རྗེ་དབྱངས་ཅན་མའི་སྒྲུབ་ཐབས
G2379	རྡོ་རྗེ་པི་ཝང་དབྱངས་ཅན་མའི་སྒྲུབ་ཐབས
G2380	རྡོ་རྗེ་དབྱངས་ཅན་མའི་སྒྲུབ་ཐབས
G2381	རྡོ་རྗེ་དབྱངས་ཅན་མའི་སྒྲུབ་ཐབས
G2382	རྡོ་རྗེ་དབྱངས་ཅན་མའི་སྒྲུབ་ཐབས
G2383	ཁྲོ་གཉེར་ཅན་གྱི་སྒྲུབ་ཐབས
G2384	ཁྲོ་གཉེར་ཅན་གྱི་སྒྲུབ་ཐབས
G2385	སྒྲོལ་མའི་རྟོག་པ་ལས་བྱུང་བའི་ཀུ་རུ་ཀུ་ལླེའི་སྒྲུབ་ཐབས
G2386	སྒྲོལ་མའིརྟོག་པ་ལས་བྱུང་བའི་ཚིག་ལྷུག་པའི་རིགས་བྱེད་མའི་སྒྲུབ་ཐབས
G2387	ཀུ་རུ་ཀུ་ལླེའི་དབང་དུ་བྱེད་པའི་མན་ངག
G2388	རིག་བྱེད་མའི་སྒྲུབ་ཐབས
G2389	དཔལ་ལྡན་འཕགས་མ་རིགས་བྱེད་མའི་སྒྲུབ་ཐབས
G2390	ཨུ་རྒྱན་ནས་བྱུང་བའི་རིག་བྱེད་མའི་སྒྲུབ་ཐབས
G2391	རིག་བྱེད་མའི་སྒྲུབ་ཐབས
G2392	ཀྱེའི་རྡོ་རྗེའི་རིམ་པའི་རིགས་བྱེད་མའི་སྒྲུབ་ཐབས
G2393	རིག་བྱེད་མའི་སྒྲུབ་ཐབས་དཔལ་ཀྱེའི་རྡོ་རྗེའི་རྒྱུད་ལས་བཏོན་པ
G2394	རྗེ་བཙུན་མ་ཀུ་རུ་ཀུ་ལླེ་ཕྱག་དྲུག་མའི་སྒྲུབ་ཐབས
G2395	རིགས་བྱེད་མ་ཕྱག་དྲུག་མའི་སྒྲུབ་ཐབས
G2396	རིགས་བྱེད་མ་ཕྱག་བརྒྱད་མའི་སྒྲུབ་ཐབས
G2397	ཀུ་རུ་ཀུ་ལླེའི་སྒྲུབ་ཐབས
G2398	རིགས་བྱེད་མའི་མན་ངག་གི་རིམ་པ
G2399	རིགས་བྱེད་མ་དཀར་མོའི་སྒྲུབ་ཐབས
G2400	ཀུ་རུ་ཀུ་ལླེའི་སྒྲུབ་ཐབས
G2401	ཀུ་རུ་ཀུ་ལླེའི་སྒྲུབ་ཐབས
G2402	རྟོག་པ་ལས་གསུངས་པའི་ཀུ་རུ་ཀུ་ལླེའི་སྒྲུབ་ཐབས
G2403	ཀུ་རུ་ཀུ་ལླེའི་རབ་ཏུ་བརྐྱང་བ་སྦྱར་བ
G2404	གཙུག་ཏོར་རྣམ་པར་རྒྱལ་མའི་སྒྲུབ་ཐབས
G2405	ཕགས་མ་གཞན་གྱིས་མི་ཐུབ་མ་གདུགས་དཀར་མོ་ཅན་གྱི་སྒྲུབ་ཐབས
G2406	རྡོ་རྗེ་ཙ་རྩི་ཀེའི་སྒྲུབ་ཐབས
G2407	སོ་སོར་འབྲང་མ་ཆེན་མོའི་སྒྲུབ་ཐབས
G2408	སོ་སོར་འབྲང་མ་ཆེན་མོའི་སྒྲུབ་ཐབས
G2409	སོ་སོར་འབྲང་མའི་སྒྲུབ་ཐབས
G2410	ཕགས་མ་རྨ་བྱ་ཆེན་མོའི་སྒྲུབ་ཐབས
G2411	ཕགས་མ་སྟོང་ཆེན་མོ་རབ་ཏུ་འཇོམས་མའི་སྒྲུབ་ཐབས
G2412	ཕགས་མ་གསང་སྔགས་ཆེན་མོ་རྗེས་སུ་འཛིན་མའི་སྒྲུབ་ཐབས
G2413	བསིལ་བའི་ཚལ་ཆེན་མོའི་སྒྲུབ་ཐབས
G2414	ལྷ་མོ་ལྔའི་སྒྲུབ་ཐབས་མདོར་བསྟན་པ
G2415	ཕྱིར་བཟློག་མ་ཆེན་མོའི་སྒྲུབ་ཐབས
G2416	རྒྱལ་མཚན་རྩེ་མའི་དཔུང་རྒྱན་གྱི་སྒྲུབ་ཐབས
G2417	གཞན་གྱིས་མི་ཐུབ་མའི་སྒྲུབ་ཐབས
G2418	རྡོ་རྗེ་གའན་དྷ་རིའི་སྒྲུབ་ཐབས
G2419	རྡོ་རྗེ་གའན་དྷ་རིའི་སྒྲུབ་ཐབས
G2420	བསྲུང་བ་ལྔའི་ཆོ་ག
G2421	རྡོ་རྗེ་ལྕགས་སྒྲོག་གི་སྒྲུབ་ཐབས
G2422	རྡོ་རྗེ་ལྕགས་སྒྲོག་གི་སྒྲུབ་ཐབས
G2423	རྡོ་རྗེ་ལྕགས་སྒྲོག་གི་སྒྲུབ་ཐབས་ཀྱི་ཆོ་ག
G2424	རྒྱལ་མཚན་རྩེ་མོའི་དཔུང་རྒྱན་གྱི་སྒྲུབ་ཐབས
G2425	ཕགས་མ་གཙུག་ཏོར་རྣམ་པར་རྒྱལ་མའི་སྒྲུབ་ཐབས
G2426	གཙུག་ཏོར་རྣམ་པར་རྒྱལ་མའི་སྒྲུབ་ཐབས
G2427	ལྷ་མོ་ནོར་རྒྱུན་མའི་སྒྲུབ་ཐབས
G2428	ནོར་རྒྱུན་མའི་སྒྲུབ་ཐབས
G2429	ནོར་རྒྱུན་མའི་སྒྲུབ་ཐབས
G2430	ནོར་རྒྱུན་མའི་གཟུངས་ཀྱི་མན་ངག
G2431	རྡོ་རྗེ་ཕག་མོའི་སྒྲུབ་ཐབས
G2432	ཤེས་རབ་ཀྱི་སྣང་བ་སྒྲུབ་པའི་ཆོ་ག
G2433	རྡོ་རྗེ་ཕག་མོའི་དབང་དུ་བྱ་བའི་ཆོ་ག
G2434	དཔལ་ལྡན་རྡོ་རྗེ་ཕག་མོའི་རྟོག་པ་དོན་ཐམས་ཅད་སྒྲུབ་པ
G2435	བྱམས་པའི་སྒྲུབ་ཐབས
G2436	བྱམས་པའི་སྒྲུབ་ཐབས
G2437	ཁྲོ་ཞིང་དགྱེས་པ་ཛམ་བྷ་ལའི་སྒྲུབ་ཐབས
G2438	ཛམ་བྷ་ལའི་སྒྲུབ་ཐབས
G2439	ཛམ་བྷ་ལའི་སྒྲུབ་ཐབས
G2440	དཔལ་ཛམ་བྷ་ལའི་སྒྲུབ་ཐབས་མདོར་བསྡུས་པ
G2441	ཛམ་བྷ་ལའི་སྒྲུབ་ཐབས་མདོར་བསྡུས་པ
G2442	ཛམ་བྷ་ལའི་སྒྲུབ་ཐབས་རྒྱས་པ
G2443	དཔལ་ཛམ་བྷ་ལའི་སྒྲུབ་ཐབས
G2444	དཔལ་ཛམ་བྷ་ལ་ལ་ཆུ་དབུལ་བའི་མན་ངག
G2445	རྟ་མགྲིན་གྱི་སྒྲུབ་ཐབས
G2446	རྟོག་པ་བདུན་བརྒྱ་པ་ལས་གསུངས་པའི་རྟ་མགྲིན་གྱི་སྒྲུབ་ཐབས
G2447	རྒྱུད་ཐམས་ཅད་ཀྱི་སྙིང་པོ་ཕྱི་མའི་རྟ་མགྲིན་གྱི་སྒྲུབ་ཐབས
G2448	ཇིག་རྟེན་གསུམ་ལས་རྣམ་པར་རྒྱལ་བའི་སྒྲུབ་ཐབས
G2449	རྡོ་རྗེ་མེ་དང་ཉི་མ་འབར་བའི་སྒྲུབ་ཐབས
G2450	རྟ་མཆོག་གི་སྒྲུབ་ཐབས
G2451	ཕགས་པ་གཤིན་རྗེ་གཤེད་དམར་པོའི་སྒྲུབ་ཐབས
G2452	གཤིན་རྗེ་གཤེད་ནག་པོའི་སྒྲུབ་ཐབས
G2453	གཤིན་རྗེ་གཤེད་ནག་པོའི་སྒྲུབ་ཐབས
G2454	གཤིན་རྗེ་གཤེད་ནག་པོའི་སྒྲུབ་ཐབས
G2455	གཤིན་རྗེ་མཐར་བྱེད་ཀྱི་སྒྲུབ་ཐབས
G2456	གཤིན་རྗེ་མཐར་བྱེད་ཀྱི་སྒྲུབ་ཐབས
G2457	བགེགས་མཐར་བྱེད་ཀྱི་སྒྲུབ་ཐབས
G2458	རྡོ་རྗེ་ཧུམ་མཛད་ཀྱི་སྒྲུབ་ཐབས
G2459	སྟོབས་པོ་ཆེའི་སྒྲུབ་ཐབས
G2460	ཕགས་པ་རྡོ་རྗེ་ཁྲོ་བོ་སྟོབས་པོ་ཆེའི་སྒྲུབ་ཐབས
G2461	ཧེ་རུ་ཀའི་སྒྲུབ་ཐབས
G2462	དགྱེས་པའི་རྡོ་རྗེ་ཕྱག་གཉེར་པའི་སྒྲུབ་ཐབས
G2463	བདག་མེད་མ་རྐྱང་པའི་སྒྲུབ་ཐབས
G2464	བདག་མེད་མའི་སྒྲུབ་ཐབས
G2465	དཔལ་འབྱུང་པོ་འདུལ་བྱེད་ཀྱི་སྒྲུབ་ཐབས་མདོར་བསྡུས་པ
G2466	བྱུང་པོ་འདུལ་བྱེད་ཀྱི་སྒྲུབ་ཐབས་ཀྱི་ཆོ་ག
G2467	དཔལ་ལྡན་ནག་པོ་ཆེན་པོའི་སྒྲུབ་ཐབས
G2468	ནག་པོ་ཆེན་པོའི་སྒྲུབ་ཐབས
G2469	ཀླུའི་དབང་ཕྱུག་རྒྱལ་པོའི་སྒྲུབ་ཐབས
G2470	ཡི་གེ་བརྒྱ་པའི་ཆོ་ག
G2471	དཔལ་མི་ཕམ་མགོན་པོའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ
G2472	ཕགས་པ་བྱམས་པའི་སྒྲུབ་ཐབས
G2473	ཕགས་པ་བྱམས་པའི་སྒྲུབ་ཐབས
G2474	སེང་གེའི་སྒྲའི་སྒྲུབ་ཐབས
G2475	ཕགས་པ་ཁ་སརཔ་ཎི་འཇིག་རྟེན་མགོན་པའི་སྒྲུབ་ཐབས
G2476	ལྷ་མོ་སྒྲོལ་མའི་སྒྲུབ་ཐབས
G2477	བཅོམ་ལྡན་འདས་ཡུམ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་མའི་སྒྲུབ་ཐབས
G2478	ཇམ་པའི་དབྱངས་ཀྱི་རྒྱལ་པོ་ཆེན་པོ་སྒེག་པའི་སྒྲུབ་ཐབས
G2479	ཕགས་པ་གཤིན་རྗེ་གཤེད་ཀྱི་སྒྲུབ་ཐབས
G2480	ལྷ་མོ་ནོར་གྱི་རྒྱུན་མའི་སྒྲུབ་ཐབས
G2481	ཀུ་རུ་ཀུལླེའི་སྒྲུབ་ཐབས
G2482	གནོད་གནས་ཀྱི་སྒྲུབ་པའི་ཐབས
G2483	ཁྲོ་གཉེར་ཅན་གྱི་སྒྲུབ་པའི་ཐབས
G2484	ལྷ་མོ་འོད་ཟེར་ཅན་གྱི་སྒྲུབ་ཐབས
G2485	ལྷ་མོ་འོད་ཟེར་ཅན་གྱི་སྒྲུབ་ཐབས
G2486	ལྷ་མོ་འོད་ཟེར་ཅན་གྱི་སྒྲུབ་ཐབས
G2487	ཕགས་མ་འོད་ཟེར་ཅན་གྱི་སྒྲུབ་པའི་ཐབས་ཞེས་བྱ་བ
G2488	རྡོ་རྗེ་ལུ་གུ་རྒྱུད་ཀྱི་སྒྲུབ་ཐབས
G2489	སེང་ལྡེང་ནགས་ཀྱི་སྒྲོལ་མའི་སྒྲུབ་ཐབས
G2490	སྒྲུབ་ཐབས་བརྒྱ་དང་བརྒྱད་པ
G2491	དཔལ་ཆེན་མོ་སྒྲོལ་མའི་བསྟོད་པ་ཞེས་བྱ་བ
G2492	ཕགས་མ་སྒྲོལ་མ་ལ་བསྟོད་པ་ཚིགས་སུ་བཅད་པ་བཅུག་གཉིས་པ
G2493	ཕགས་མ་སྒྲོལ་མའི་བསྟོད་པ་ཕྲིན་ལས་ཐམས་ཅད་སྒྲུབ་པ་ཞེས་བྱ་བ
G2494	ཕགས་མ་ལྷ་མོ་སྒྲོལ་མ་ལ་བསྟོད་པ་མེ་ཏོག་ཕྲེང་བ་ཞེས་བྱ་བ
G2495	ཕགས་མ་ལྷ་མོ་སྒྲོལ་མ་ལ་བསྟོད་པ་ཞེས་བྱ་བ
G2496	ཕགས་མ་སྒྲོལ་མ་འཇིགས་པ་བརྒྱད་ལས་སྐྱོབ་པ་ཞེས་བྱ་བའི་སྒྲུབ་ཐབས
G2497	སྒྲོལ་མ་དཀར་མོའི་སྒྲུབ་ཐབས
G2498	དཀྱིལ་འཁོར་དུ་འཇུག་པའི་ཆོ་ག་མདོར་བསྡུས་པ
G2499	ཕགས་མ་སྒྲོལ་མའི་དཀྱིལ་འཁོར་ལ་འཇུག་པའི་བྱ་བ་ཞེས་བྱ་བ
G2500	སྒྲོལ་མ་ཡིད་བཞིན་ནོར་བུ་ཞེས་བྱ་བའི་སྒྲུབ་ཐབས
G2501	སྒྲོལ་མའི་ཁྲུས་ཀྱི་ཆོ་ག
G2502	གསོ་སྦྱོང་གི་ཆོ་ག
G2503	སྒྲོལ་མའི་མཎཌལ་གྱི་ཆོ་ག
